Date,High,Low,Open,Close,Volume,Adj Close
2/25/2002,99.25,97.12000275,98.44999695,98.30000305,9902800,68.59890747
2/26/2002,99.19000244,95.98999786,99,97.15000153,11634500,67.7963562
2/27/2002,100.3099976,96.69999695,98.09999847,97.83000183,11978700,68.2709198
2/28/2002,99.59999847,97.81999969,98.48999786,98.12000275,7939000,68.47328949
3/1/2002,103.0999985,98.5,98.59999847,103.0199966,10492900,71.89277649
3/4/2002,106.5299988,103.1299973,103.3499985,105.9000015,10767700,73.90258026
3/5/2002,106.5,104.1600037,104.25,105.6699982,7562100,73.74208069
3/6/2002,107.0899963,104.75,105.1500015,106.3000031,7687400,74.18172455
3/7/2002,107.5,103.2399979,107.3000031,103.7099991,10971900,72.37427521
3/8/2002,107.3399963,104.8199997,104.8199997,105.0899963,10726400,73.33731079
3/11/2002,105.9700012,103.5999985,104.3499985,105.2399979,8639100,73.44199371
3/12/2002,108.8499985,105.5100021,105.5199966,108.5,11059300,75.71700287
3/13/2002,108.6500015,106.6999969,108.3000031,107.1800003,6409200,74.79584503
3/14/2002,107.9499969,106.5899963,107.0199966,106.5999985,5335500,74.3910675
3/15/2002,107.4499969,105.5899963,106.5500031,106.7900009,10864100,74.52366638
3/18/2002,108.6399994,106.2300034,107.0999985,106.3499985,5301200,74.21663666
3/19/2002,108.0500031,106.4899979,106.8499985,107.4899979,4614800,75.01215363
3/20/2002,106.9000015,105.4899979,106.9000015,105.5,4844100,73.62346649
3/21/2002,106.7799988,104.6999969,105.6999969,106.7799988,5113100,74.51668549
3/22/2002,106.6999969,105.0699997,106.5,105.5999985,5507900,73.69319153
3/25/2002,106.6600037,103.5,105.8000031,103.5599976,6277900,72.26961517
3/26/2002,105.6999969,102.3000031,103.5699997,102.9000015,8144000,71.80905151
3/27/2002,103.7900009,102.5,103.75,103.3899994,5602400,72.15097809
3/28/2002,105.1399994,103.3899994,103.5500031,104,5347500,72.57667542
4/1/2002,104,102.4000015,104,102.8600006,5587000,71.78107452
4/2/2002,102.0100021,100.5100021,102,100.9499969,7382200,70.44820404
4/3/2002,101.5,98.90000153,101.4000015,99.95999908,7649100,69.75731659
4/4/2002,101.1399994,99.5,99.95999908,100.8399963,5928500,70.37145233
4/5/2002,101.25,97.25,100.8399963,97.25,9801800,67.86614227
4/8/2002,88.58999634,85.34999847,87.5,87.41000366,41207300,60.99928284
4/9/2002,88.51999664,87.09999847,88.5,87.73999786,17383600,61.22956848
4/10/2002,89.94999695,88.19999695,88.44999695,89.01000214,13143900,62.11585617
4/11/2002,88.51000214,83.33999634,88.05000305,84.19000244,23343700,58.7522049
4/12/2002,87.95999908,84.40000153,87.55999756,85.59999847,15819300,59.73617172
4/15/2002,86.59999847,84.69999695,86.5,85.34999847,8871600,59.5617485
4/16/2002,86.84999847,85.58000183,86.34999847,86.19999695,7933100,60.15489197
4/17/2002,87.19999695,84,87.05000305,84.80999756,11019500,59.1848526
4/18/2002,89.09999847,86.90000153,86.97000122,88.94999695,14763500,62.07400513
4/19/2002,90.02999878,87.59999847,89.90000153,89,9273200,62.1088829
4/22/2002,88.94999695,87.36000061,88.94999695,87.93000031,6757700,61.36217499
4/23/2002,89.08000183,87.23999786,88.34999847,87.33000183,5144100,60.94346237
4/24/2002,88.25,86.26999664,88.19999695,86.5,6520500,60.36424637
4/25/2002,86.91999817,85.76999664,86.05000305,86.70999908,6870000,60.51078033
4/26/2002,86.95999908,84.69999695,86.69999695,84.70999908,6684200,59.11508179
4/29/2002,85.09999847,83.55000305,84.70999908,83.88999939,6535600,58.54284668
4/30/2002,85.23000336,83.52999878,83.91000366,83.76000214,8883900,58.45214081
5/1/2002,84.65000153,81.66999817,83.84999847,84.30000305,12203800,58.82895279
5/2/2002,84.80000305,83.12999725,83.75,83.86000061,6582900,58.52191544
5/3/2002,83.5,81.11000061,83.09999847,81.77999878,8656300,57.07038116
5/6/2002,81.87000275,76,81.69999695,76,13648400,53.03678131
5/7/2002,77.5,75.91999817,76.88999939,76.5,17418700,53.38572693
5/8/2002,82.80000305,78.19999695,78.19999695,82.44999695,12779700,57.65096664
5/9/2002,83,79,81.90000153,79.93000031,10130100,55.88892365
5/10/2002,80.5,79.25,79.94999695,79.68000031,7386300,55.7141571
5/13/2002,82.29000092,79.5,80.25,82.19000244,6527600,57.46917343
5/14/2002,85.48000336,82.19000244,84.5,85.48000336,9624700,59.76963425
5/15/2002,86.48999786,84.05000305,84.59999847,84.5,8552300,59.08439636
5/16/2002,86,83.40000153,84.19999695,85.44999695,6768300,59.74866104
5/17/2002,86.40000153,85,86.25,85.69000244,5874800,59.91648483
5/20/2002,85.45999908,83.93000031,85.44999695,84.44999695,4530300,59.04943466
5/21/2002,85,83.30000305,84.41000366,83.44999695,4454000,58.3502121
5/22/2002,84.38999939,82.73999786,83.76000214,84,5040700,58.73476028
5/23/2002,85.05000305,82.51999664,84.25,84.34999847,6865600,58.97950745
5/24/2002,83.75,82.62000275,83.65000153,83.09999847,4122000,58.10547638
5/28/2002,83.11000061,81.69000244,82.80000305,82.08000183,4552100,57.39226913
5/29/2002,82,81,81.5,81.59999847,4519500,57.05664063
5/30/2002,82.25,80.22000122,80.59999847,82.25,7374100,57.5111351
5/31/2002,82.05000305,80.40000153,82.05000305,80.44999695,5126200,56.25254059
6/3/2002,80.91000366,78,80.75,78.11000061,8383600,54.61635208
6/4/2002,79.65000153,77.59999847,78.11000061,79.30999756,7273200,55.45541382
6/5/2002,80.70999908,79.11000061,79.65000153,80.55000305,7172100,56.32246399
6/6/2002,80.94999695,78.88999939,80.55000305,79.66000366,5540600,55.70016098
6/7/2002,78.84999847,77,78.48000336,78.30000305,9309400,54.74920654
6/10/2002,78.80000305,76.59999847,77.75,76.80000305,7075800,53.70037842
6/11/2002,78.25,75.19999695,77.84999847,75.48999786,7953400,52.78439713
6/12/2002,75.94999695,73.25,75.40000153,74.65000153,13296100,52.19704056
6/13/2002,77.40000153,75.30000305,75.44999695,75.59999847,8909600,52.86128998
6/14/2002,76.76999664,73.25,74.19999695,76.16999817,8592000,53.25984192
6/17/2002,77.75,75.16000366,76.18000031,77.13999939,7775800,53.93810654
6/18/2002,76.90000153,75.47000122,75.59999847,75.94000244,7242000,53.09904861
6/19/2002,75.19999695,73.25,74.19999695,73.34999847,9455400,51.28806686
6/20/2002,74.08999634,71.43000031,74,71.58000183,11116900,50.05042267
6/21/2002,70.98999786,68.19000244,70,68.75,15542600,48.07162857
6/24/2002,71.48999786,67.25,67.25,69.69999695,14687700,48.73587036
6/25/2002,71.44999695,68.41000366,70.30000305,68.59999847,8554800,47.96674347
6/26/2002,70.58999634,66.09999847,66.09999847,70.05000305,11544000,48.98061371
6/27/2002,72.15000153,69.09999847,71.19999695,71.90000153,10610100,50.27415085
6/28/2002,73.62000275,71.25,71.34999847,72,10945600,50.34407806
7/1/2002,72.41000366,67.16000366,72.01000214,67.59999847,12055900,47.26750565
7/2/2002,69.40000153,67.69999695,67.84999847,68.58000183,12012900,47.95274353
7/3/2002,70.70999908,67.87000275,67.94999695,70.51000214,8469900,49.30226898
7/5/2002,73.90000153,72,72.44999695,73.5,5243000,51.39293671
7/8/2002,73.48000336,71.02999878,73,71.30000305,9488100,49.8546524
7/9/2002,72.25,69.44999695,71.40000153,69.66999817,11165600,48.71489716
7/10/2002,71.25,68.52999878,70.59999847,68.76000214,10073400,48.07861328
7/11/2002,69.75,67.55000305,68,69.41000366,11026400,48.53309631
7/12/2002,71.73999786,68.80000305,70,69.20999908,8572200,48.39327621
7/15/2002,71,66.59999847,68.40000153,71,10420900,49.64487839
7/16/2002,71.38999939,68.48000336,69.51000214,69.01000214,10486800,48.2534256
7/17/2002,71.59999847,69.62000275,71,70.69000244,11537300,49.42811584
7/18/2002,74.19999695,70,70.5,72.05000305,15310800,50.37906265
7/19/2002,72.69999695,70,70.95999908,72,11612900,50.34407806
7/22/2002,72.19000244,68.30999756,71.25,68.5,14866900,47.89681625
7/23/2002,70,66.66000366,68.25,67.05000305,12766700,46.88293076
7/24/2002,70,65.69999695,66,69.54000092,13804500,48.62400436
7/25/2002,70,67.30000305,68.90000153,69.34999847,10989800,48.49115372
7/26/2002,69.47000122,65.76000214,68.75,66.40000153,11576400,46.4284668
7/29/2002,71.40000153,68,70.37000275,71.18000031,11919300,49.77072525
7/30/2002,72.69999695,70.01999664,70.5,71.79000092,10138600,50.19726181
7/31/2002,71.59999847,69.11000061,70.75,70.40000153,12718600,49.22533798
8/1/2002,70.69999695,67.22000122,70.40000153,68.25,8832000,47.72200012
8/2/2002,68.23000336,67.12000275,68.20999908,67.87999725,6915000,47.46328354
8/5/2002,68.34999847,65.84999847,67.94000244,65.98999786,7126900,46.14176559
8/6/2002,69.41999817,66.61000061,67,67.90000153,8370800,47.47729111
8/7/2002,69.90000153,66.80000305,69,69.16999817,8037300,48.47237396
8/8/2002,72.05000305,68.34999847,69.19999695,71.61000061,8420500,50.18225861
8/9/2002,74.30000305,70.40000153,70.61000061,71.83000183,6940900,50.33643341
8/12/2002,72.63999939,70.61000061,71.05000305,71.76999664,5263300,50.29439926
8/13/2002,73.80000305,71.19000244,71.55000305,71.90000153,8014700,50.38548279
8/14/2002,75.01999664,71.34999847,71.94999695,74.91999817,8353000,52.5018158
8/15/2002,76.70999908,74.59999847,75.40000153,76.5,9267300,53.60902023
8/16/2002,79.98000336,75.98000336,76.5,79.34999847,11645800,55.6062355
8/19/2002,82.84999847,79.01000214,79.34999847,82.48999786,10803900,57.80665207
8/20/2002,82,80.18000031,81.55999756,81.26999664,7671000,56.9516983
8/21/2002,82.33000183,79.55000305,81.90000153,81,7768600,56.76251221
8/22/2002,82.44999695,80.19999695,80.94999695,81.98999786,5446600,57.45628357
8/23/2002,81.48000336,79.34999847,81.19999695,80.40000153,5908900,56.3420372
8/26/2002,80.88999939,77.80000305,80.40000153,79.41999817,6997800,55.65528488
8/27/2002,80.44000244,77.30000305,80.40000153,77.95999908,7087800,54.632164
8/28/2002,77.01000214,75.66999817,76,76.05999756,6590300,53.30068588
8/29/2002,77.34999847,75.15000153,75.59999847,76.62000275,5857400,53.69314194
8/30/2002,76.34999847,75.09999847,75.55000305,75.37999725,5002500,52.82415771
9/3/2002,75,72.30000305,74.19999695,72.34999847,6849400,50.70084381
9/4/2002,73.98999786,71.59999847,72.34999847,73.73000336,6264600,51.66788864
9/5/2002,72.84999847,71.5,72.73999786,72.18000031,6467700,50.58169937
9/6/2002,73.98999786,73.06999969,73.75,73.19999695,4586500,51.29648209
9/9/2002,74.98000336,71.84999847,72.44999695,74.5,5785000,52.20749664
9/10/2002,75.59999847,73.84999847,74.59999847,75.59999847,5538300,52.97830963
9/11/2002,77.5,74.05999756,76.40000153,74.19999695,5394400,51.99724197
9/12/2002,74.05000305,71.63999939,74.05000305,71.87000275,6707400,50.36445999
9/13/2002,72.87999725,71.30999756,71.5,72.5,5949600,50.80594254
9/16/2002,72.72000122,71.23000336,72,72.31999969,4595200,50.67982101
9/17/2002,73.44999695,71.34999847,73,71.75,6195100,50.28037262
9/18/2002,70.90000153,68.86000061,70.65000153,69.55000305,12712700,48.73867035
9/19/2002,66.48000336,64.65000153,64.80000305,64.80000305,22034900,45.40999985
9/20/2002,65.40000153,63.90000153,65.40000153,63.91999817,14195200,44.79333496
9/23/2002,63.75,62.36999893,63.75,63.36999893,8377100,44.40789413
9/24/2002,63.29999924,59.54999924,61.08000183,59.75,16710100,41.87110138
9/25/2002,63.77000046,60.99000168,61.20000076,63.00999832,13119200,44.15562439
9/26/2002,64.87999725,61.33000183,64.19999695,62.02000046,12368800,43.46186447
9/27/2002,63.49000168,60.31000137,61.43000031,60.36000061,8793100,42.2985878
9/30/2002,59.88999939,57.99000168,59.54999924,58.31000137,13020100,40.86198807
10/1/2002,61.97999954,58.99000168,59.20000076,61.16999817,11642800,42.86620712
10/2/2002,62,58.34999847,61.18000031,59.63000107,10653300,41.78701019
10/3/2002,61.15999985,58.95000076,60.29999924,60,11001100,42.0463028
10/4/2002,59.50999832,55.77000046,59.5,56.59999847,14551900,39.66365814
10/7/2002,58.5,56.59999847,56.59999847,56.86000061,9641600,39.84588242
10/8/2002,58.09000015,54.79999924,57.77999878,57.04999924,14744500,39.97902679
10/9/2002,56.70000076,54.81000137,56.04999924,55.06999969,12156000,38.59148788
10/10/2002,58.47999954,54.00999832,54.65000153,57.58000183,12670600,40.35043716
10/11/2002,63.91999817,61.5,62,63.91999817,17853800,44.79333496
10/14/2002,63.79999924,61.54000092,61.54000092,63.41999817,7925300,44.44293594
10/15/2002,68.48000336,66.58000183,67.75,68.48000336,14600200,47.9888382
10/16/2002,67,64.23999786,66.59999847,64.90000153,15900200,45.48007965
10/17/2002,73,71.23000336,72.80000305,72.19999695,21344600,50.59570694
10/18/2002,74.25,70.26000214,71.73000336,74.25,12482900,52.03229523
10/21/2002,75.90000153,72.94000244,73.65000153,75.55000305,10875700,52.94330215
10/22/2002,75.68000031,73.62000275,74.5,74.48999786,10371500,52.20048523
10/23/2002,74.97000122,72.45999908,74.40000153,74.59999847,12441900,52.27754974
10/24/2002,75.55000305,71.75,75.5,72.09999847,10524000,50.52565002
10/25/2002,74.62000275,72.16000366,72.5,74.55999756,7514200,52.24953461
10/28/2002,77.5,74.55999756,75.15000153,76.55999756,12544900,53.65106201
10/29/2002,77.05000305,74.19999695,76.55999756,76.73999786,11455200,53.77721786
10/30/2002,79.40000153,76.01999664,77,78.66999817,12865800,55.12968826
10/31/2002,79.79000092,78.5,78.66999817,78.94000244,9864300,55.31891251
11/1/2002,80.5,78.31999969,78.90000153,80.40000153,9395200,56.3420372
11/4/2002,83.80999756,81.69999695,81.98999786,82.5,12006000,57.81367874
11/5/2002,82.01000214,80.47000122,81.75,81.68000031,10466700,57.23903275
11/6/2002,81.87999725,80.05000305,80.80000305,81.54000092,10480800,57.2460556
11/7/2002,80,78.31999969,80,78.94999695,11036800,55.42770386
11/8/2002,79.29000092,77.19999695,78.5,77.58999634,8119600,54.47291183
11/11/2002,78.36000061,76.69999695,77.58999634,77.29000092,7386400,54.26228333
11/12/2002,79.90000153,77.30000305,77.5,79.15000153,9027700,55.56811523
11/13/2002,80.33000183,77.98000336,79.5,79.34999847,11984700,55.70854187
11/14/2002,80.98999786,79.40000153,80.37999725,80.72000122,9662800,56.67037201
11/15/2002,80.40000153,79.01000214,80.37999725,80.01000214,11367800,56.17189407
11/18/2002,80.98999786,79.08000183,80.80000305,79.18000031,7321300,55.58920288
11/19/2002,79.44999695,77.83999634,78.23999786,78.37000275,6918400,55.02050781
11/20/2002,81.70999908,77.90000153,77.94999695,81.61000061,9070900,57.29519653
11/21/2002,84.91999817,82.05000305,82.05000305,84.90000153,12737200,59.60499191
11/22/2002,85.16999817,83.80000305,83.94999695,84.43000031,9053300,59.2749939
11/25/2002,86.25,83.51999664,84.62999725,86.19999695,8651200,60.51764297
11/26/2002,86.15000153,84.38999939,86.15000153,85.05999756,8560800,59.71731949
11/27/2002,88.11000061,85.84999847,85.90000153,87.69999695,8209800,61.57073593
11/29/2002,88.05000305,86.76000214,87.70999908,86.91999817,2980700,61.02312469
12/2/2002,89.45999908,86.30000305,88.59999847,87.30000305,9694200,61.28991699
12/3/2002,87.02999878,85.15000153,86.72000122,85.20999908,7027800,59.82261658
12/4/2002,84.86000061,82.81999969,83.41000366,83.69000244,10053500,58.75544739
12/5/2002,84.98000336,82.59999847,84.90000153,83.05999756,6900000,58.31320572
12/6/2002,82.75,81.06999969,81.5,82.31999969,7594800,57.7936554
12/9/2002,81.33000183,79.5,81,79.58999634,8841900,55.87700653
12/10/2002,81,78.59999847,78.59999847,80.80000305,6869800,56.72653198
12/11/2002,82.48000336,79.98999786,80.80000305,81.44000244,6661000,57.17585373
12/12/2002,81.69000244,79.69999695,81.25,80.16999817,7208700,56.28421402
12/13/2002,80,78.26999664,79.25,80,7773800,56.16488266
12/16/2002,81.79000092,79.05000305,79.59999847,81.62000275,8483500,57.30221939
12/17/2002,81.76999664,80.02999878,80.59999847,80.30999756,6167100,56.38249969
12/18/2002,79.69000244,78.23999786,79.25,79.12999725,6514900,55.5540657
12/19/2002,80.33999634,78.34999847,78.59999847,78.66000366,7319900,55.22411728
12/20/2002,80,78.87999725,79.40000153,79.79000092,8053800,56.01745224
12/23/2002,81.5,79.44000244,79.75,80.26000214,5922200,56.34741974
12/24/2002,81,79.76000214,80.19999695,79.76000214,2420200,55.99640274
12/26/2002,80.69999695,78.26000214,79.80999756,78.5,5784300,55.11178207
12/27/2002,79.18000031,76.61000061,78.5,77.36000061,6334100,54.31145096
12/30/2002,77.43000031,75.59999847,77,76.25,8066600,53.5321579
12/31/2002,78.45999908,77.09999847,77.09999847,77.5,7871400,54.40972519
1/2/2003,80.56999969,78.19000244,78.80000305,80.56999969,7864500,56.56504822
1/3/2003,81.65000153,80.20999908,80.69999695,81.65000153,5962300,57.32328033
1/6/2003,84.80000305,81.80999756,81.90000153,83.58999634,7921300,58.68526459
1/7/2003,86.18000031,83.75,83.94999695,86,11906900,60.37724686
1/8/2003,85.69000244,84.06999969,85.55000305,84.19000244,9508800,59.10651398
1/9/2003,87.01999664,84.75,84.75,87,10711600,61.07930374
1/10/2003,88.04000092,85.69999695,85.84999847,87.68000031,9955400,61.55671692
1/13/2003,88.94999695,87.34999847,88.30999756,87.51000214,10499000,61.43735886
1/14/2003,88.58999634,87.22000122,87.23000336,88.58000183,7569100,62.18856049
1/15/2003,88.65000153,86.94999695,88.58000183,87.58999634,8146600,61.49351501
1/16/2003,87.70999908,85.37999725,87.40000153,86.05000305,9904300,60.41236496
1/17/2003,83.73999786,81.18000031,83.73999786,81.30000305,17331200,57.07756424
1/21/2003,81.84999847,80.5,81.30000305,80.54000092,8926900,56.54398346
1/22/2003,80.76999664,79.38999939,80,79.69999695,9432400,55.95426559
1/23/2003,81.36000061,79.80000305,80.15000153,81.05000305,8371400,56.90202332
1/24/2003,81.5,78.81999969,80.59999847,78.98999786,7748000,55.4557724
1/27/2003,79.5,77.61000061,77.98999786,78.41999817,9307800,55.05562592
1/28/2003,80.47000122,78.36000061,78.5,80.11000061,8017400,56.24209595
1/29/2003,80.69999695,78.56999969,79.5,80.31999969,7755000,56.38953018
1/30/2003,81.30000305,78.30000305,81.30000305,78.30000305,7349500,54.97137833
1/31/2003,78.33999634,77.01999664,77.69999695,78.19999695,9744100,54.90117264
2/3/2003,78.87000275,77.75,78.19999695,78.18000031,6683500,54.88713837
2/4/2003,78.18000031,76.25,78.18000031,77.08999634,7216200,54.12188721
2/5/2003,78.90000153,76.87000275,77.84999847,77.26000214,7427200,54.24123764
2/6/2003,78.19999695,76.51000214,77.11000061,77.51000214,7755200,54.52259064
2/7/2003,78.15000153,76.61000061,77.97000122,77.09999847,8296400,54.23420334
2/10/2003,78.01999664,76.44999695,77.09999847,77.91000366,7949100,54.80395508
2/11/2003,78.97000122,77.30999756,78.30000305,77.38999939,8598200,54.43819427
2/12/2003,78.08999634,76.5,77.5,76.5,5609200,53.81215286
2/13/2003,76.34999847,74.30999756,76.09999847,75.86000061,11218400,53.36194611
2/14/2003,77.44999695,75.34999847,76.40000153,77.44999695,8299500,54.4803772
2/18/2003,79.5,77.91000366,78.01999664,79.33000183,7791200,55.80283737
2/19/2003,79.69999695,78.81999969,79.08000183,79.51000214,5440300,55.92946243
2/20/2003,80.05000305,78.70999908,79.56999969,79.15000153,6285100,55.67621994
2/21/2003,80,78.16000366,79.48999786,79.94999695,7453900,56.23895264
2/24/2003,79.98999786,78.55999756,79.69999695,78.55999756,6874700,55.26119995
2/25/2003,79.37000275,76.90000153,77.90000153,79.06999969,7675900,55.61993027
2/26/2003,79.05000305,77.30000305,78.44999695,77.40000153,8587000,54.44522095
2/27/2003,78.58999634,76.75,77.90000153,77.27999878,9926500,54.36079788
2/28/2003,78.47000122,77,77,77.94999695,6585200,54.83210373
3/3/2003,79,77.12000275,78.90000153,77.33000183,6618300,54.39598846
3/4/2003,77.75,76.52999878,77.59999847,76.69999695,5672200,53.95283508
3/5/2003,77.73000336,76.25,76.69999695,77.73000336,6658000,54.67736053
3/6/2003,77.77999878,76.69999695,77,77.06999969,5876300,54.21307755
3/7/2003,77.98999786,75.70999908,75.70999908,77.90000153,8129200,54.79692078
3/10/2003,77.44999695,75.5,77.44999695,75.69999695,6641300,53.24940872
3/11/2003,76.33000183,75.19999695,75.81999969,75.34999847,8119200,53.00319672
3/12/2003,75.62999725,73.16999817,75.25,75.18000031,12773700,52.8836174
3/13/2003,78.68000031,75.30999756,75.98999786,78.44999695,10452500,55.18381119
3/14/2003,79.48000336,78.11000061,78.44999695,79,10117700,55.57070541
3/17/2003,82.66999817,77.83999634,78,82.45999908,15193000,58.00459671
3/18/2003,83.5,81.48999786,82.45999908,82.47000122,10795400,58.01159668
3/19/2003,82.5,81.08000183,82.08999634,82,10473100,57.68099213
3/20/2003,82.48999786,80.63999939,81.70999908,82.19999695,9046400,57.8216629
3/21/2003,84.90000153,82.76000214,82.76000214,84.90000153,12625400,59.72092819
3/24/2003,83.34999847,82.23000336,82.45999908,82.25,9352600,57.85684586
3/25/2003,84,81.73999786,82,83.44999695,8777100,58.70093536
3/26/2003,83.25,81.18000031,83,81.55000305,10531600,57.36442184
3/27/2003,82.33000183,80.51000214,80.75,81.44999695,7265800,57.29410172
3/28/2003,81.98999786,80.5,81.05000305,80.84999847,6649200,56.87204742
3/31/2003,79.61000061,78.30999756,79.26000214,78.43000031,10169200,55.16976929
4/1/2003,79.55999756,78.12000275,78.5,78.73000336,7861400,55.38076401
4/2/2003,81.97000122,79.90000153,79.90000153,81.45999908,9700100,57.30112457
4/3/2003,83.48000336,81.70999908,82.31999969,81.91000366,9623600,57.6176796
4/4/2003,82.55000305,80.04000092,82.34999847,80.79000092,8985000,56.82983398
4/7/2003,82.90000153,80.25,82.59999847,80.47000122,8881400,56.60474396
4/8/2003,80.69999695,78.47000122,80.62000275,80.06999969,8057600,56.3234024
4/9/2003,80.73999786,78.62999725,79.69999695,78.70999908,8543200,55.36668396
4/10/2003,79.25,78.12999725,79.09999847,79.01000214,6880100,55.57771683
4/11/2003,81.29000092,78.44999695,80.09999847,78.75,7573500,55.39483643
4/14/2003,80.06999969,78.16000366,78.5,80.06999969,9006000,56.3234024
4/15/2003,82.84999847,79.70999908,80.06999969,82.79000092,13613500,58.23670959
4/16/2003,84.40000153,82.73999786,83.37999725,82.87999725,10790700,58.29999924
4/17/2003,84.40000153,81.88999939,81.88999939,84.26000214,8802100,59.27074432
4/21/2003,84.51000214,83.09999847,84.40000153,83.36000061,6703400,58.63768005
4/22/2003,86.05999756,82.59999847,83.36000061,85.62999725,9542600,60.2344017
4/23/2003,85.97000122,84.95999908,85.23999786,85.75,7084500,60.31884384
4/24/2003,85.69999695,84.62999725,84.65000153,85.19999695,5943500,59.93194962
4/25/2003,85.27999878,83.86000061,85.20999908,83.87999725,6790700,59.0034256
4/28/2003,85.5,83.62000275,84.05000305,85.12000275,6363600,59.8756752
4/29/2003,86.48999786,84.97000122,85.33999634,85.66000366,8682900,60.25553894
4/30/2003,85.66999817,84.68000031,85.66000366,84.90000153,8444900,59.72092819
5/1/2003,86.23000336,84.47000122,85.30000305,85.88999939,7485700,60.41732025
5/2/2003,87.56999969,84.44999695,84.44999695,87.56999969,8381900,61.59906769
5/5/2003,88,86.51999664,87.19999695,86.51999664,7632500,60.86045456
5/6/2003,88.33999634,86,86.30000305,87.51000214,7459600,61.55688477
5/7/2003,87.80999756,86.5,86.94999695,86.68000031,6754600,61.08472443
5/8/2003,86.77999878,85.75,86.37000275,86.05000305,7188200,60.64074326
5/9/2003,87.69999695,86.40000153,86.90000153,87.55000305,6222600,61.69781876
5/12/2003,89.26000214,87.09999847,87.55000305,89,8445700,62.71965027
5/13/2003,90.09999847,88.55999756,88.77999878,89.98000336,8668300,63.41025925
5/14/2003,90.40000153,88.30000305,90,88.69999695,7752200,62.50822449
5/15/2003,89.95999908,89,89.5,89.90000153,7102900,63.35388947
5/16/2003,89.88999939,88.94999695,89.66999817,88.98999786,6831600,62.71261215
5/19/2003,88.47000122,86.41000366,88.05000305,86.44999695,7298400,60.92261124
5/20/2003,87.23999786,84.88999939,86.58000183,85.76999664,7331900,60.44342041
5/21/2003,86.18000031,85.08000183,85.76999664,86.18000031,6741000,60.73236847
5/22/2003,86.80000305,85.80000305,86.25,86.08000183,6277300,60.66188812
5/23/2003,85.94999695,85.09999847,85.75,85.26000214,5187200,60.08400345
5/27/2003,87.90000153,84.51000214,84.51000214,87.69000244,7163400,61.79646301
5/28/2003,88.69999695,87.40000153,87.59999847,87.56999969,6539900,61.71190262
5/29/2003,88.58999634,87.19999695,87.56999969,87.36000061,6898900,61.56389236
5/30/2003,88.68000031,87.44999695,87.44999695,88.04000092,6184200,62.04312515
6/2/2003,89.08000183,87.25,89,87.33000183,7697200,61.5427742
6/3/2003,85.23999786,83.23999786,84.31999969,83.81999969,21106600,59.06919861
